"x","y","h15ptot"
540950,151250,74
540950,151350,42
540950,152750,48
541450,161650,8
541450,155150,3
541750,151950,3
540950,165750,6
541450,151350,5
540550,155250,6
541050,155850,7
541050,165550,5
541050,167850,3
542050,169450,11
540650,156950,6
541750,150750,47
539750,151350,32
539750,161650,3
539950,167750,3
540050,154450,3
539950,157350,3
540050,167750,3
538250,155950,4
538450,154050,50
538450,157350,3
538550,151250,10
538450,151150,6
538650,151850,135
538650,152950,68
539450,152550,30
538850,155750,3
538950,161150,5
539150,159450,10
538750,157150,6
538950,154850,3
539250,153150,52
539550,170550,13
539550,154350,35
539550,152550,18
539250,152450,24
539450,152250,10
538850,161250,3
538850,152550,87
538850,152450,20
539650,154250,38
539450,170350,3
539150,155150,103
538850,161550,3
539150,156150,3
538450,159050,3
538450,159950,3
538450,164050,3
546850,150750,3
547150,151950,3
547150,156050,3
547350,155050,3
547650,158350,10
547650,148950,3
547650,151450,3
547750,160750,3
547750,165350,4
549950,161150,5
547850,165450,7
549350,154550,3
549350,163950,9
550050,163450,3
550150,148450,3
550150,168450,5
550150,158450,4
550150,158550,3
547850,149850,3
549350,149450,6
550450,163550,3
548850,154550,52
549450,154350,3
548050,149050,7
548850,153450,3
548850,154850,4
549650,154550,3
550450,168150,23
550550,163250,3
549650,161350,3
549050,153150,3
550350,147750,4
550350,166850,5
549050,147450,3
549150,148450,3
550550,147150,9
550550,167650,3
548450,153650,6
549150,150350,3
549850,159850,3
550250,162450,3
548450,152350,3
549250,166950,3
549250,167050,3
549950,159850,4
549950,158350,3
549950,147150,5
550350,168950,7
548550,154850,5
546650,159550,17
546650,152450,3
547150,153350,3
547250,155350,3
546650,155950,3
542150,150850,24
542150,150350,33
542150,155150,5
542150,164450,8
542450,160950,3
542850,151550,11
542650,171550,3
542950,150050,3
543050,171850,3
543050,153150,3
543050,152650,3
543150,171650,4
543350,151550,9
543450,156650,3
543450,150150,3
543550,153250,4
544250,156850,4
544350,171450,25
545150,155150,3
545150,150850,3
545850,164550,3
545850,160250,3
545250,154150,3
546150,153450,4
544550,171550,11
544550,156650,3
545250,149850,6
544550,166250,3
544550,172050,3
545350,150450,4
545350,148750,27
545950,150750,4
543850,155050,58
543850,150550,3
543850,154550,3
544650,150250,10
545350,149350,3
545450,148750,9
545450,149550,11
546250,155050,4
546250,152450,8
546250,150050,5
543950,154150,3
545550,165050,5
545550,155950,3
546050,154050,8
546250,168650,3
542050,153950,13
542450,151450,8
542650,160950,3
542750,151650,27
542150,153750,3
542750,150950,18
553650,171050,3
553850,154950,3
553950,154250,3
553650,164950,3
553750,167150,3
553950,170050,3
554750,163950,14
554250,147850,5
554750,150450,4
554750,146550,5
554250,148550,4
554850,151350,30
554850,146850,100
554350,152550,7
554150,146750,33
554150,169150,3
554950,149250,3
554950,150950,18
554150,145950,3
554450,146950,35
554450,165650,10
554750,153350,3
554950,145350,26
554950,145950,38
554250,161650,3
554850,159750,3
553550,165150,42
553750,164850,3
553850,163150,3
551250,169550,10
551250,164850,3
550950,147750,3
551250,148550,3
551350,168650,4
551350,169450,4
551650,154150,3
551650,170650,3
552050,148250,3
553050,161750,8
553050,157850,12
553150,166250,5
553150,146550,3
553150,158150,18
553550,161550,3
553550,165250,25
553550,170650,3
552950,152850,5
552550,160550,3
553450,146450,3
551450,147150,3
551150,147550,3
551750,170650,3
551750,161250,3
550850,157250,3
554950,163650,11
555050,149650,4
555050,163650,3
538250,165450,8
535750,157150,3
535850,170750,3
539150,151250,17
534650,161350,3
539450,171550,3
514650,167950,3
546150,160150,3
554150,147950,3
519550,153550,3
555050,146450,3
516550,151150,3
523150,147350,3
523450,156750,3
524050,170650,3
524450,171750,3
515850,153850,3
517150,150850,3
532850,154050,3
525950,153050,4
551650,167550,3
547850,148650,3
550350,148950,3
543050,154150,3
545750,150950,3
553550,169450,3
529050,168650,3
521550,152650,4
555050,147550,4
550950,155850,6
513650,146350,3
551950,170750,3
530550,161950,3
549250,164150,3
515250,145650,74
515250,145450,3
515650,147350,15
516550,146250,3
516650,148350,5
516650,146650,3
517350,146350,6
517350,148250,3
517350,150350,3
517350,153450,3
517550,146450,3
515350,146050,3
517550,146750,6
518350,147850,3
518450,147950,10
522950,156750,4
523050,156850,3
518650,147350,3
521750,152450,17
523350,147950,8
523350,158550,7
519950,159750,3
520050,154150,3
520150,150050,3
520150,152350,3
523850,148550,3
523850,167150,3
518850,148850,3
521950,152750,4
524250,149150,8
524250,148050,31
524250,171650,3
519050,169550,3
519150,149650,7
520550,149050,3
523450,153650,6
519150,151250,4
519250,149950,18
522250,147650,14
524250,161950,3
524350,162050,13
521250,147050,8
521250,148050,3
522450,159950,3
523650,147550,8
524050,148750,37
519550,149550,14
521450,154050,4
524350,152050,3
521650,152450,20
522850,158950,3
523650,147450,3
521650,148950,28
517150,148450,6
517250,148450,7
515550,156950,8
515550,145750,12
512750,142750,4
512750,143450,3
512850,151350,12
513850,149350,5
513950,149750,15
513950,147550,3
513250,143250,3
514050,145150,3
512350,146550,3
514450,144950,3
514450,144650,3
514550,144650,3
512450,142550,5
514950,147850,3
512550,142550,6
512550,145750,14
512550,146050,3
529850,153750,9
529950,152250,26
529950,164750,7
530050,162450,37
530250,151950,5
529950,168650,3
530350,152550,3
530450,152350,3
530550,152050,12
530550,159150,3
530550,165650,3
530650,158650,4
532550,155850,24
532650,153950,52
530750,151550,3
531050,154450,35
532150,158850,14
532150,151450,19
532850,158750,5
532850,154250,112
532850,160250,3
530750,154350,3
530750,161450,3
530850,161250,6
532250,151950,8
532250,155650,71
532250,151650,17
533050,154350,8
533050,161750,3
533050,154450,3
530850,160950,6
531250,161150,3
531350,159150,5
532750,157850,4
530850,159050,6
531350,151850,4
532350,151450,86
532350,152450,7
532950,155250,3
530950,158950,9
530950,151950,34
533050,160750,17
533150,151950,4
531550,152050,3
531850,151850,6
531950,163750,6
531950,159450,3
531950,155750,58
533150,153250,78
533150,157250,3
531050,152850,26
532050,153050,3
532550,152750,4
532750,161950,3
530050,162150,6
530250,167250,3
524850,148950,3
525250,151050,7
525350,160050,3
525350,150450,4
525850,149650,3
525950,163350,12
526250,158550,3
526050,163650,3
526050,156850,3
526450,158350,3
526550,166450,5
526550,151850,3
526650,151550,48
526850,150550,19
528950,152850,10
527050,151050,5
527150,151050,5
528550,159750,14
527250,151650,103
529450,171750,8
529450,153150,21
528650,161350,5
527450,153850,3
527450,151250,32
528750,162150,19
529250,155650,3
529350,155250,11
528250,152850,3
529650,162350,18
529650,152350,65
528750,157450,3
528850,168750,17
527650,152150,59
527750,151250,80
528450,152250,3
524450,154650,3
525150,171950,30
525150,152750,3
525550,153350,4
525650,150250,3
525150,160650,3
525150,153550,3
525750,150950,3
524750,148550,35
524750,148950,3
524750,158150,3
536350,159450,51
536350,152650,93
536450,154350,118
536450,151950,16
536450,157250,11
536550,165150,11
536650,160250,3
536650,159250,15
537950,155550,45
536950,161250,5
537250,156450,3
537350,153350,39
537350,152550,121
537750,152150,24
538050,155350,6
538150,151850,58
538150,158750,3
537050,152650,8
537550,154950,53
537850,155150,3
538150,154450,71
537550,153150,24
537650,162850,7
537650,160150,8
537650,156850,10
537650,165550,3
536250,159750,47
536650,154550,60
533350,170450,5
533550,160950,7
533750,153250,56
533650,153950,27
533950,164550,3
534050,153750,66
534150,155850,6
534150,154950,39
535750,168250,3
535850,170650,6
534750,161350,4
534750,153350,19
534850,154750,39
535250,155350,7
535250,156250,8
535850,153950,98
535850,159850,31
536050,154850,12
536050,153350,91
534350,154950,31
535350,159150,3
536150,153750,51
536150,153650,16
534450,161850,11
535050,154450,19
535050,155850,3
535450,152150,10
535050,157350,3
535550,153850,129
536150,168150,3
534550,154650,51
535150,153050,13
535950,165250,3
534650,160950,3
535250,152650,14
533250,160550,5
533250,152050,3
533750,153850,3
533350,151650,3
533350,160150,3
539950,154850,10
539950,163050,10
539950,153350,8
540050,151050,37
540050,153050,8
540250,155750,5
540350,152750,3
541550,168050,6
541550,151150,4
541650,151050,10
540650,150850,11
540750,152750,74
541150,154550,3
541150,155750,5
540350,154150,54
541250,154750,11
541250,150850,22
541850,164250,5
540450,163150,25
540450,155550,7
540450,150950,3
541250,161150,3
541250,154850,14
541250,156650,3
541650,161450,3
540850,151050,89
540850,157150,3
540850,157050,3
541350,152550,70
541850,164550,6
540950,153050,3
540950,151650,15
541750,164250,3
542050,151850,27
542050,153750,3
542050,161350,16
540650,155750,3
541750,151450,15
541750,152550,3
539750,150750,3
538250,153750,46
538550,153150,56
538250,151350,23
538450,167150,3
538550,157250,3
539450,171350,10
539450,157350,9
539450,152950,37
538950,167550,3
538950,152150,58
539150,151550,74
539150,153350,11
539150,154350,15
539150,159350,11
539150,159550,14
538750,154950,51
538750,167550,18
538950,165950,8
539550,170650,14
539550,153650,26
538750,165650,4
538850,159950,8
538850,153450,3
539350,171250,8
539150,160550,6
539650,151650,26
539650,155050,3
538450,154950,18
538450,152350,35
547050,158550,4
547550,158050,7
547550,158350,8
546850,167550,3
547150,152850,3
547550,166850,3
547550,154050,3
547750,159150,3
549950,156850,5
550050,161250,4
548650,154450,11
549350,149850,3
547950,165950,3
548750,161250,3
548750,160350,7
548750,149950,38
548750,160050,6
550450,169550,7
550450,162650,3
547950,160950,3
548750,160450,16
548850,160350,16
548850,160550,16
549450,163250,3
550250,148050,5
550250,168550,6
548050,148950,3
548050,155450,3
548850,150350,4
549550,153650,3
548950,148050,10
548950,152150,3
550150,160150,6
550150,156050,3
550350,152350,3
550350,170150,3
548350,161050,18
549150,161150,4
549150,147950,41
550550,163950,3
549850,159950,4
549250,152450,3
549950,161250,3
548650,159950,3
549350,161850,3
546550,161850,3
546550,167250,9
546650,162250,3
546750,162850,3
547250,156250,4
547250,164050,3
542850,150750,3
542250,156050,24
542250,151850,3
543050,150950,3
543150,151750,6
543150,150350,9
543250,153950,3
543350,150850,3
545750,158850,10
545850,158850,3
544250,149150,4
544350,163150,3
545850,149250,8
545850,158550,3
543550,150550,3
544350,149450,5
544450,151450,3
546150,155750,6
544450,171650,3
544550,163450,3
545250,150350,7
546350,159050,9
543750,151550,4
545350,155150,3
545950,162050,3
543850,154450,3
544550,149750,4
545350,156650,5
545450,155350,3
543950,156450,3
544650,156650,3
544750,149450,6
545550,154050,3
545550,166450,12
545550,155850,4
546450,159150,8
546450,168750,4
543950,163650,5
544050,168050,5
544050,171550,9
545550,149050,3
545550,166250,3
546250,158950,3
546250,159850,3
545050,170150,5
546450,148950,3
546550,154250,3
546050,163750,3
542050,153250,4
542250,151950,7
542450,156150,15
542450,169750,3
542450,150950,6
542450,156350,18
542450,164550,3
542750,151750,3
553650,147950,3
553750,145950,48
553850,164850,10
553950,147850,10
553950,156750,3
554050,169650,3
554250,145650,73
554250,146250,99
554250,146350,131
554250,146950,18
554550,146150,17
554550,165750,7
554550,165650,3
554850,150350,9
554850,150750,13
554050,147250,3
554850,146450,5
554350,145450,106
554350,154650,3
554150,146450,134
554650,147950,15
554150,147250,3
554350,164350,3
554650,153750,4
554650,151750,9
554450,145650,5
554950,163550,3
554750,171750,3
553650,153150,3
553650,148150,7
553750,154050,3
550950,153350,3
551050,168950,34
551250,168850,3
551650,154250,3
552150,147350,3
552750,169750,3
553050,155950,3
553350,147550,13
553550,154250,3
552850,146950,11
553150,163650,3
553150,159650,3
553150,152350,3
553550,153350,3
552550,146750,11
552550,147550,3
552550,163450,3
552950,152750,13
552950,147550,10
553250,161950,3
552550,157450,3
552950,161850,11
553450,148050,9
552650,153050,3
550750,151350,3
551050,148450,3
551150,169150,46
551350,148650,3
551350,164450,3
550750,169650,3
550850,148550,3
550850,154350,3
540450,154750,3
514250,151450,3
546150,168650,3
545750,166650,5
554050,146150,21
554050,159550,3
531550,154150,3
554050,159750,3
554250,148850,3
540050,161650,3
528650,157850,3
532150,151050,3
519650,149250,3
523650,158950,3
533150,153850,24
530950,153650,3
546250,152250,3
552150,165250,3
552250,149450,3
546350,156850,3
548550,153550,3
518450,146650,3
554750,162050,3
514550,144750,3
537150,159350,3
515650,154450,3
517550,150250,22
515350,154450,6
516850,148350,6
518250,146550,3
518250,161350,9
518250,161250,6
518350,156350,8
518350,161450,23
518450,148350,5
518450,170350,3
522950,156650,17
518550,156350,5
518650,149250,3
521750,148750,12
520250,149150,3
518950,170050,3
520350,150750,7
520450,150950,11
521950,147150,12
521950,153050,4
519150,161950,3
520550,163750,3
522050,147250,35
523450,155150,4
522150,168750,3
522150,152950,4
522250,147250,11
524050,149050,4
521050,166550,7
521050,166250,3
521050,151550,3
522250,155950,3
522250,161950,3
524250,161850,3
524350,148750,50
522350,152050,3
522450,159250,7
522450,152450,8
523650,164150,3
521350,148450,4
522550,168750,3
519550,147150,3
521450,148850,3
521550,148650,7
522850,155450,8
523650,164250,6
523650,153850,3
523750,164350,3
515050,168350,10
515150,169050,19
515450,147250,5
515850,147150,3
515950,146650,10
517250,146950,3
517250,148550,3
515550,168150,3
515550,154750,3
516150,157750,3
513050,146850,3
513850,168850,11
514850,151950,22
514850,168250,3
514850,167550,3
513250,151650,19
513350,150450,3
514050,149550,3
514150,147550,4
513650,166550,3
512250,143050,7
514450,166950,3
514650,167650,3
529950,151850,6
529950,162750,17
530250,169250,6
530250,169050,4
530350,162050,61
529950,164550,5
530150,153350,3
530550,151950,38
530650,158850,7
532550,151750,17
530750,161650,5
531150,160950,6
532150,158650,3
532150,156250,6
532650,152650,13
532650,153550,20
530750,153650,3
531250,154650,11
531250,153850,6
531250,159050,14
532250,155450,67
532650,154250,31
530850,152850,9
531350,151650,20
531350,161450,3
532950,153050,11
531450,161050,5
531450,154350,3
531450,159250,3
531550,163250,3
532350,152250,6
533050,152050,3
533150,160350,8
533150,158550,3
533150,160750,9
533150,170550,7
531750,151650,60
531750,155750,61
532450,152050,9
532450,152350,7
531850,163850,3
532950,153950,28
531950,155550,3
532550,151250,3
529750,152350,35
529750,153750,3
529850,152050,3
530050,151950,5
525850,163150,3
525950,163550,10
525950,156450,3
526250,162850,3
526550,171950,5
526550,151250,5
526750,152450,3
526850,158650,16
526950,155450,13
527950,151250,10
528550,163250,46
528050,151650,21
528050,151450,13
529250,155250,11
528650,162150,27
529450,156050,3
527350,153250,8
527450,161150,4
529350,152150,3
528250,153950,3
528750,159550,3
528850,168050,8
529150,152650,3
528850,158050,3
528850,168850,3
527850,151150,39
528950,157150,3
524450,158350,8
524550,158550,15
525150,154350,4
525550,151250,3
526150,152350,3
526150,163050,12
526150,151450,13
525250,154350,3
525750,160650,3
536250,153950,50
536250,159450,33
536450,170350,5
536750,151750,8
536750,152450,125
536750,159650,3
536750,154950,3
536850,161250,6
537950,152750,161
537950,165650,16
537950,156750,7
536950,153350,141
537250,151050,3
537350,160150,4
537350,162450,6
537750,154450,9
538050,151650,186
538050,156150,4
538150,153150,107
538150,154650,74
537850,162350,3
538150,155650,9
537150,154050,29
537150,159850,5
538050,154350,3
538150,155450,4
538150,157250,3
537650,152550,6
537950,159650,3
537750,152050,8
536350,159750,4
536250,153750,17
533350,151750,10
533750,164050,15
533850,156050,33
533450,160450,6
533850,155250,18
533950,155150,48
534050,154650,36
534050,156650,11
534150,155450,15
535750,152650,135
535750,154650,12
534250,154850,78
534850,156650,3
535250,155450,7
534850,154650,20
535350,155650,4
534350,171150,3
535450,154750,25
535450,165350,5
535450,163350,3
535950,155650,3
534450,156350,3
535050,155150,8
535450,163650,3
535550,154050,61
534550,156250,3
535150,154450,9
535950,156550,16
535650,154150,82
535750,154150,47
533450,154350,29
533650,154150,29
533750,168950,3
539850,151050,44
539850,154850,23
539950,151650,27
540050,152250,30
540050,152550,16
539850,157950,3
540150,160250,3
540250,163450,12
540250,155150,53
540350,153950,18
540350,154050,57
540350,165150,7
540350,155550,4
540650,156150,16
541650,164750,4
541250,155050,8
541750,151550,9
541850,151150,8
540350,165350,3
540450,153450,9
540450,154250,23
540450,155750,6
541250,161850,4
541250,152450,86
541250,155550,13
541950,156050,11
540850,152350,5
540950,155050,5
541950,151350,4
540550,151650,23
541450,161250,29
